CampaignID,CampaignName,Channel,StartDate,EndDate,TargetAudience,Impressions,Clicks,CTRPct,CPC,Spend,Conversions,ConversionRatePct,Revenue,ROAS,CostPerConversion
MKT-7339,Holiday Promo 2023,Google Ads,2023-08-27,2023-10-11,18-24,133638,5148,3.85,4.18,21518.64,128,2.5,20271.36,0.94,168.11
MKT-7340,Flash Sale 2023,Instagram Ads,2023-08-27,2023-09-21,55+,419172,9980,2.38,3.79,37824.2,288,2.89,50437.44,1.33,131.33
MKT-7341,Lead Gen Sprint 2023,Facebook Ads,2023-08-27,2023-09-16,All Ages,31132,1027,3.3,1.23,1263.21,89,8.75,5076.56,4.02,14.19
MKT-7342,New Product Drop 2023,LinkedIn Ads,2023-08-27,2023-09-07,18-24,276372,5959,2.16,2.49,14837.91,114,1.93,5700.0,0.38,130.16
MKT-7343,Brand Awareness 2023,Facebook Ads,2023-08-29,2023-10-05,25-34,470590,6464,1.37,1.28,8273.92,494,7.64,86321.56,10.43,16.75
MKT-7344,Retargeting Push 2023,TikTok Ads,2023-08-29,2023-09-13,35-44,64651,1653,2.56,2.13,3520.89,18,1.15,2076.84,0.59,195.6
MKT-7345,Back to School 2023,LinkedIn Ads,2023-08-31,2023-09-13,55+,359104,15933,4.44,0.62,9878.46,872,5.48,21826.16,2.21,11.33
MKT-7346,Spring Sale 2023,TikTok Ads,2023-08-31,2023-10-09,35-44,58870,1138,1.93,2.76,3140.88,14,1.29,1954.12,0.62,224.35
MKT-7347,Summer Launch 2023,Google Ads,2023-09-01,2023-10-11,55+,319089,10701,3.35,1.48,15837.48,429,4.01,69841.2,4.41,36.92
MKT-7348,Brand Awareness 2023,Google Ads,2023-09-02,2023-09-10,35-44,239465,4925,2.06,3.88,19109.0,424,8.62,67093.76,3.51,45.07
MKT-7349,Back to School 2023,TikTok Ads,2023-09-04,2023-09-15,All Ages,398559,5790,1.45,4.1,23739.0,468,8.1,77322.96,3.26,50.72
MKT-7350,Retargeting Push 2023,Instagram Ads,2023-09-04,2023-10-16,55+,480801,12117,2.52,1.59,19266.03,584,4.82,128304.8,6.66,32.99
MKT-7351,New Product Drop 2023,Facebook Ads,2023-09-05,2023-09-18,18-24,466666,13391,2.87,0.72,9641.52,688,5.14,92136.96,9.56,14.01
MKT-7352,Flash Sale 2023,Facebook Ads,2023-09-07,2023-10-02,All Ages,112358,4816,4.29,2.02,9728.32,147,3.07,30524.55,3.14,66.18
MKT-7353,Year-End Clearance 2023,Google Ads,2023-09-08,2023-10-22,25-34,341416,9597,2.81,0.33,3167.01,351,3.66,33197.58,10.48,9.02
MKT-7354,Back to School 2023,TikTok Ads,2023-09-08,2023-10-11,18-24,143201,3804,2.66,0.42,1597.68,247,6.51,14694.03,9.2,6.47
MKT-7355,Spring Sale 2023,LinkedIn Ads,2023-09-08,2023-10-21,25-34,390453,14651,3.75,3.02,44246.02,819,5.6,152235.72,3.44,54.02
MKT-7356,Flash Sale 2023,Google Ads,2023-09-08,2023-10-21,All Ages,20287,219,1.08,1.0,219.0,12,5.51,462.96,2.11,18.25
MKT-7357,Lead Gen Sprint 2023,Google Ads,2023-09-09,2023-10-02,All Ages,252001,4016,1.59,2.34,9397.44,193,4.82,8721.67,0.93,48.69
MKT-7358,New Product Drop 2023,LinkedIn Ads,2023-09-10,2023-10-06,45-54,219215,9647,4.4,0.52,5016.44,407,4.23,72629.15,14.48,12.33
MKT-7359,New Product Drop 2023,Instagram Ads,2023-09-10,2023-09-26,All Ages,112644,980,0.87,2.36,2312.8,19,1.97,777.48,0.34,121.73
MKT-7360,Back to School 2023,Google Ads,2023-09-12,2023-10-02,35-44,429274,4316,1.01,3.46,14933.36,162,3.76,12022.02,0.81,92.18
MKT-7361,Retargeting Push 2023,LinkedIn Ads,2023-09-15,2023-10-17,45-54,161058,1537,0.95,2.71,4165.27,122,8.0,22160.08,5.32,34.14
MKT-7362,Spring Sale 2023,LinkedIn Ads,2023-09-16,2023-10-31,18-24,239367,3793,1.58,1.26,4779.18,208,5.5,6512.48,1.36,22.98
MKT-7363,Summer Launch 2023,Instagram Ads,2023-09-16,2023-09-29,All Ages,68327,1167,1.71,3.57,4166.19,13,1.19,2492.23,0.6,320.48
MKT-7364,Back to School 2023,TikTok Ads,2023-09-16,2023-10-12,25-34,148047,3369,2.28,0.77,2594.13,161,4.81,30630.25,11.81,16.11
MKT-7365,Back to School 2023,Facebook Ads,2023-09-17,2023-10-08,45-54,118433,4245,3.59,3.14,13329.3,192,4.54,35207.04,2.64,69.42
MKT-7366,Retargeting Push 2023,LinkedIn Ads,2023-09-18,2023-09-29,25-34,492274,17698,3.6,3.7,65482.6,1362,7.7,62134.44,0.95,48.08
MKT-7367,Back to School 2023,Instagram Ads,2023-09-18,2023-10-13,45-54,58636,1009,1.72,2.32,2340.88,76,7.56,16035.24,6.85,30.8
MKT-7368,Retargeting Push 2023,Facebook Ads,2023-09-19,2023-10-21,35-44,339439,6835,2.01,1.56,10662.6,470,6.89,73268.3,6.87,22.69
MKT-7369,New Product Drop 2023,Instagram Ads,2023-09-19,2023-10-05,35-44,397437,3349,0.84,3.47,11621.03,207,6.19,28806.12,2.48,56.14
MKT-7370,Summer Launch 2023,TikTok Ads,2023-09-20,2023-10-16,35-44,453429,6514,1.44,1.17,7621.38,271,4.16,10365.75,1.36,28.12
MKT-7371,Summer Launch 2023,TikTok Ads,2023-09-21,2023-10-06,25-34,352706,10521,2.98,1.46,15360.66,350,3.33,39081.0,2.54,43.89
MKT-7372,Year-End Clearance 2023,Google Ads,2023-09-23,2023-10-05,55+,336601,5012,1.49,3.8,19045.6,223,4.46,7187.29,0.38,85.41
MKT-7373,Holiday Promo 2023,Facebook Ads,2023-09-23,2023-10-13,35-44,459058,20408,4.45,0.49,9999.92,371,1.82,60754.96,6.08,26.95
MKT-7374,Lead Gen Sprint 2023,Facebook Ads,2023-09-25,2023-10-18,25-34,464355,9643,2.08,2.6,25071.8,415,4.31,47459.4,1.89,60.41
MKT-7375,Year-End Clearance 2023,Facebook Ads,2023-09-25,2023-10-09,55+,280752,10382,3.7,2.31,23982.42,143,1.38,9693.97,0.4,167.71
MKT-7376,New Product Drop 2023,Instagram Ads,2023-09-26,2023-10-13,55+,86120,475,0.55,3.42,1624.5,8,1.87,1402.72,0.86,203.06
MKT-7377,Holiday Promo 2023,Facebook Ads,2023-09-27,2023-11-02,18-24,420103,15296,3.64,0.62,9483.52,747,4.89,80160.57,8.45,12.7
MKT-7378,Spring Sale 2023,Instagram Ads,2023-09-28,2023-10-26,25-34,338185,9711,2.87,3.04,29521.44,338,3.49,70057.26,2.37,87.34
MKT-7379,Summer Launch 2023,Instagram Ads,2023-09-28,2023-10-06,35-44,194905,8615,4.42,2.06,17746.9,473,5.49,69644.52,3.92,37.52
MKT-7380,Holiday Promo 2023,TikTok Ads,2023-09-29,2023-10-17,25-34,158889,3029,1.91,1.0,3029.0,135,4.48,6160.05,2.03,22.44
MKT-7381,Back to School 2023,Instagram Ads,2023-10-01,2023-10-16,18-24,287419,9970,3.47,2.24,22332.8,780,7.83,81026.4,3.63,28.63
MKT-7382,Back to School 2023,Instagram Ads,2023-10-02,2023-10-20,18-24,67864,1184,1.75,1.1,1302.4,90,7.63,9657.9,7.42,14.47
MKT-7383,Brand Awareness 2023,Instagram Ads,2023-10-02,2023-10-11,18-24,446826,13291,2.97,2.21,29373.11,256,1.93,28101.12,0.96,114.74
MKT-7384,Holiday Promo 2023,Instagram Ads,2023-10-02,2023-11-13,25-34,322333,6920,2.15,2.29,15846.8,378,5.47,48981.24,3.09,41.92
MKT-7385,Holiday Promo 2023,Google Ads,2023-10-03,2023-10-28,35-44,159686,1450,0.91,2.47,3581.5,65,4.54,1845.35,0.52,55.1
MKT-7386,Year-End Clearance 2023,Instagram Ads,2023-10-03,2023-10-11,25-34,65487,1128,1.72,0.77,868.56,32,2.87,6275.52,7.23,27.14
MKT-7387,Flash Sale 2023,Facebook Ads,2023-10-05,2023-10-20,55+,147934,5400,3.65,0.69,3726.0,184,3.42,26284.4,7.05,20.25
MKT-7388,Summer Launch 2023,Google Ads,2023-10-06,2023-10-29,25-34,138822,2324,1.67,2.96,6879.04,40,1.75,5938.0,0.86,171.98
MKT-7389,Holiday Promo 2023,Google Ads,2023-10-06,2023-11-20,55+,438085,18007,4.11,3.81,68606.67,975,5.42,77541.75,1.13,70.37
MKT-7390,New Product Drop 2023,LinkedIn Ads,2023-10-06,2023-11-12,25-34,74750,1374,1.84,2.15,2954.1,38,2.77,1347.86,0.46,77.74
MKT-7391,Back to School 2023,LinkedIn Ads,2023-10-06,2023-10-31,All Ages,187564,7676,4.09,2.12,16273.12,649,8.47,72837.27,4.48,25.07
MKT-7392,Flash Sale 2023,Facebook Ads,2023-10-06,2023-11-16,45-54,256215,9153,3.57,0.53,4851.09,711,7.78,109401.57,22.55,6.82
MKT-7393,Lead Gen Sprint 2023,Instagram Ads,2023-10-07,2023-11-21,18-24,340176,13448,3.95,0.82,11027.36,821,6.11,156367.66,14.18,13.43
MKT-7394,Retargeting Push 2023,Instagram Ads,2023-10-07,2023-10-31,45-54,399440,17359,4.35,2.69,46695.71,857,4.94,84765.87,1.82,54.49
MKT-7395,Flash Sale 2023,LinkedIn Ads,2023-10-09,2023-11-17,55+,410312,3232,0.79,0.8,2585.6,74,2.29,5378.32,2.08,34.94
MKT-7396,Brand Awareness 2023,Instagram Ads,2023-10-09,2023-10-28,35-44,13119,478,3.65,2.42,1156.76,38,8.11,4344.54,3.76,30.44
MKT-7397,Flash Sale 2023,TikTok Ads,2023-10-10,2023-11-10,35-44,362420,14898,4.11,2.15,32030.7,1326,8.9,63979.5,2.0,24.16
MKT-7398,Spring Sale 2023,TikTok Ads,2023-10-11,2023-11-02,55+,156265,1316,0.84,3.16,4158.56,116,8.84,22448.32,5.4,35.85
MKT-7399,Flash Sale 2023,Google Ads,2023-10-11,2023-11-17,All Ages,128924,2719,2.11,3.46,9407.74,169,6.23,27697.41,2.94,55.67
MKT-7400,Brand Awareness 2023,TikTok Ads,2023-10-12,2023-11-26,18-24,159207,6748,4.24,1.61,10864.28,252,3.74,54953.64,5.06,43.11
MKT-7401,Spring Sale 2023,TikTok Ads,2023-10-13,2023-10-20,18-24,151454,6661,4.4,0.75,4995.75,111,1.67,20977.89,4.2,45.01
MKT-7402,Holiday Promo 2023,Google Ads,2023-10-13,2023-11-05,18-24,63796,785,1.23,1.87,1467.95,37,4.81,7764.82,5.29,39.67
MKT-7403,Lead Gen Sprint 2023,Google Ads,2023-10-13,2023-11-16,25-34,48222,413,0.86,3.42,1412.46,32,7.82,6108.48,4.32,44.14
MKT-7404,Lead Gen Sprint 2023,TikTok Ads,2023-10-14,2023-11-12,All Ages,488500,19175,3.93,1.52,29146.0,239,1.25,41361.34,1.42,121.95
MKT-7405,Holiday Promo 2023,Facebook Ads,2023-10-14,2023-11-20,All Ages,232968,1283,0.55,1.07,1372.81,13,1.06,1450.54,1.06,105.6
MKT-7406,Spring Sale 2023,LinkedIn Ads,2023-10-14,2023-11-21,35-44,293335,3461,1.18,0.97,3357.17,64,1.85,5434.88,1.62,52.46
MKT-7407,Lead Gen Sprint 2023,LinkedIn Ads,2023-10-14,2023-11-06,35-44,138642,4222,3.05,2.92,12328.24,130,3.09,22581.0,1.83,94.83
MKT-7408,Holiday Promo 2023,Instagram Ads,2023-10-16,2023-11-12,18-24,257469,7932,3.08,2.48,19671.36,554,6.99,34131.94,1.74,35.51
MKT-7409,New Product Drop 2023,Instagram Ads,2023-10-16,2023-11-15,18-24,73463,2356,3.21,0.41,965.96,196,8.35,13961.08,14.45,4.93
MKT-7410,Retargeting Push 2023,Instagram Ads,2023-10-16,2023-11-24,55+,369494,13796,3.73,2.53,34903.88,324,2.35,64388.52,1.84,107.73
MKT-7411,Brand Awareness 2023,Instagram Ads,2023-10-18,2023-11-16,55+,497338,19953,4.01,1.16,23145.48,861,4.32,56223.3,2.43,26.88
MKT-7412,Spring Sale 2023,Google Ads,2023-10-19,2023-11-24,18-24,238250,10302,4.32,0.55,5666.1,407,3.95,84749.61,14.96,13.92
MKT-7413,Back to School 2023,Google Ads,2023-10-20,2023-11-05,35-44,414073,12380,2.99,0.48,5942.4,204,1.65,21181.32,3.56,29.13
MKT-7414,Flash Sale 2023,Google Ads,2023-10-20,2023-11-25,All Ages,416162,7614,1.83,0.45,3426.3,640,8.42,49024.0,14.31,5.35
MKT-7415,Lead Gen Sprint 2023,LinkedIn Ads,2023-10-21,2023-11-17,55+,309050,5088,1.65,0.88,4477.44,391,7.7,19667.3,4.39,11.45
MKT-7416,New Product Drop 2023,Instagram Ads,2023-10-22,2023-12-02,18-24,407262,4143,1.02,0.82,3397.26,319,7.7,24237.62,7.13,10.65
MKT-7417,Spring Sale 2023,TikTok Ads,2023-10-22,2023-12-03,45-54,160062,4461,2.79,1.63,7271.43,156,3.5,30984.72,4.26,46.61
MKT-7418,Back to School 2023,Google Ads,2023-10-25,2023-11-13,18-24,104439,4091,3.92,3.51,14359.41,137,3.35,9392.72,0.65,104.81
MKT-7419,Summer Launch 2023,Instagram Ads,2023-10-25,2023-12-06,25-34,495963,18927,3.82,2.28,43153.56,870,4.6,142097.1,3.29,49.6
MKT-7420,Lead Gen Sprint 2023,LinkedIn Ads,2023-10-25,2023-12-02,55+,57307,1667,2.91,0.39,650.13,98,5.9,3088.96,4.75,6.63
MKT-7421,Lead Gen Sprint 2023,Facebook Ads,2023-10-26,2023-12-04,18-24,388087,7392,1.9,0.42,3104.64,149,2.02,17841.26,5.75,20.84
MKT-7422,Lead Gen Sprint 2023,Instagram Ads,2023-10-26,2023-11-05,35-44,427849,11938,2.79,1.31,15638.78,842,7.06,144537.72,9.24,18.57
MKT-7423,Retargeting Push 2023,Facebook Ads,2023-10-27,2023-11-08,All Ages,159333,5519,3.46,3.83,21137.77,409,7.41,86491.23,4.09,51.68
MKT-7424,Summer Launch 2023,Facebook Ads,2023-10-27,2023-12-02,18-24,423707,18960,4.47,3.39,64274.4,1300,6.86,120588.0,1.88,49.44
MKT-7425,Back to School 2023,Facebook Ads,2023-10-27,2023-12-02,55+,49266,1126,2.29,2.17,2443.42,24,2.2,5232.48,2.14,101.81
MKT-7426,Retargeting Push 2023,TikTok Ads,2023-10-28,2023-11-19,All Ages,488954,14069,2.88,3.09,43473.21,669,4.76,135412.29,3.11,64.98
MKT-7427,Summer Launch 2023,Facebook Ads,2023-10-28,2023-12-10,35-44,454250,12852,2.83,2.14,27503.28,406,3.17,26454.96,0.96,67.74
MKT-7428,Holiday Promo 2023,TikTok Ads,2023-10-29,2023-11-16,All Ages,75183,3362,4.47,2.93,9850.66,78,2.33,9154.08,0.93,126.29
MKT-7429,Spring Sale 2023,TikTok Ads,2023-10-29,2023-11-20,All Ages,483711,21259,4.39,1.25,26573.75,1514,7.12,127009.46,4.78,17.55
MKT-7430,Spring Sale 2023,TikTok Ads,2023-10-30,2023-12-14,18-24,491418,6307,1.28,2.83,17848.81,99,1.58,16839.9,0.94,180.29
MKT-7431,Spring Sale 2023,TikTok Ads,2023-10-31,2023-12-01,35-44,366609,15974,4.36,3.15,50318.1,556,3.48,69639.0,1.38,90.5
MKT-7432,Brand Awareness 2023,LinkedIn Ads,2023-11-01,2023-11-18,25-34,192215,2627,1.37,1.58,4150.66,29,1.11,2201.97,0.53,143.13
MKT-7433,Retargeting Push 2023,TikTok Ads,2023-11-02,2023-11-28,35-44,172192,4558,2.65,2.11,9617.38,404,8.88,47938.64,4.98,23.81
MKT-7434,Year-End Clearance 2023,Google Ads,2023-11-02,2023-12-12,All Ages,279175,10370,3.71,3.62,37539.4,599,5.79,80248.03,2.14,62.67
MKT-7435,Flash Sale 2023,Instagram Ads,2023-11-03,2023-11-27,18-24,344821,13728,3.98,0.75,10296.0,268,1.96,48028.28,4.66,38.42
MKT-7436,Year-End Clearance 2023,LinkedIn Ads,2023-11-04,2023-11-12,45-54,485586,4978,1.03,2.67,13291.26,245,4.92,17608.15,1.32,54.25
MKT-7437,Holiday Promo 2023,Facebook Ads,2023-11-04,2023-11-30,55+,285423,12541,4.39,2.03,25458.23,499,3.98,48108.59,1.89,51.02
MKT-7438,Lead Gen Sprint 2023,Google Ads,2023-11-04,2023-11-14,45-54,281507,4931,1.75,2.82,13905.42,438,8.89,93924.72,6.75,31.75
MKT-7439,Lead Gen Sprint 2023,Facebook Ads,2023-11-06,2023-11-14,25-34,53342,2145,4.02,1.56,3346.2,92,4.29,8142.92,2.43,36.37
MKT-7440,Retargeting Push 2023,LinkedIn Ads,2023-11-06,2023-12-16,All Ages,302235,13314,4.41,0.35,4659.9,691,5.19,136223.74,29.23,6.74
MKT-7441,Holiday Promo 2023,Facebook Ads,2023-11-06,2023-12-19,55+,87248,686,0.79,0.49,336.14,52,7.62,7120.36,21.18,6.46
MKT-7442,Spring Sale 2023,Google Ads,2023-11-07,2023-11-16,All Ages,74584,3113,4.17,1.5,4669.5,81,2.61,2200.77,0.47,57.65
MKT-7443,Retargeting Push 2023,Instagram Ads,2023-11-07,2023-11-22,25-34,24310,694,2.86,3.45,2394.3,57,8.25,11014.11,4.6,42.01
MKT-7444,Holiday Promo 2023,TikTok Ads,2023-11-08,2023-11-24,45-54,6280,185,2.96,2.89,534.65,12,6.55,2330.64,4.36,44.55
MKT-7445,Year-End Clearance 2023,Google Ads,2023-11-08,2023-11-25,18-24,155373,5989,3.85,0.97,5809.33,503,8.4,58287.64,10.03,11.55
MKT-7446,Brand Awareness 2023,Instagram Ads,2023-11-08,2023-12-17,55+,206783,4920,2.38,2.74,13480.8,115,2.34,25082.65,1.86,117.22
MKT-7447,Lead Gen Sprint 2023,Instagram Ads,2023-11-08,2023-12-17,35-44,67178,1023,1.52,2.46,2516.58,12,1.18,971.04,0.39,209.72
MKT-7448,Holiday Promo 2023,Google Ads,2023-11-08,2023-11-19,35-44,81241,1302,1.6,0.7,911.4,16,1.27,1047.84,1.15,56.96
MKT-7449,Brand Awareness 2023,LinkedIn Ads,2023-11-10,2023-11-17,All Ages,121529,4211,3.47,2.46,10359.06,289,6.87,39072.8,3.77,35.84
MKT-7450,Year-End Clearance 2023,Instagram Ads,2023-11-11,2023-12-15,35-44,437872,19562,4.47,2.75,53795.5,1221,6.24,138461.4,2.57,44.06
MKT-7451,Spring Sale 2023,Instagram Ads,2023-11-11,2023-11-25,45-54,227849,5314,2.33,0.98,5207.72,148,2.8,29302.52,5.63,35.19
MKT-7452,Retargeting Push 2023,Facebook Ads,2023-11-12,2023-12-27,25-34,357544,9649,2.7,1.33,12833.17,745,7.72,111958.6,8.72,17.23
MKT-7453,Brand Awareness 2023,LinkedIn Ads,2023-11-12,2023-12-05,55+,231424,9398,4.06,0.42,3947.16,736,7.84,43622.72,11.05,5.36
MKT-7454,Summer Launch 2023,Instagram Ads,2023-11-12,2023-11-30,25-34,381601,13419,3.52,3.75,50321.25,465,3.47,50596.65,1.01,108.22
MKT-7455,Retargeting Push 2023,Facebook Ads,2023-11-14,2023-12-25,All Ages,463454,16882,3.64,0.76,12830.32,1065,6.31,116947.65,9.11,12.05
MKT-7456,Summer Launch 2023,Instagram Ads,2023-11-15,2023-12-29,All Ages,117814,1282,1.09,3.13,4012.66,96,7.49,12844.8,3.2,41.8
MKT-7457,New Product Drop 2023,Instagram Ads,2023-11-15,2023-12-02,55+,127533,1594,1.25,1.8,2869.2,56,3.55,9400.72,3.28,51.24
MKT-7458,Summer Launch 2023,Google Ads,2023-11-15,2023-12-07,45-54,132876,3035,2.28,2.08,6312.8,49,1.64,10688.86,1.69,128.83
MKT-7459,New Product Drop 2023,LinkedIn Ads,2023-11-17,2023-12-24,35-44,123207,3058,2.48,2.74,8378.92,89,2.91,3299.23,0.39,94.15
MKT-7460,Summer Launch 2023,Google Ads,2023-11-19,2023-11-29,35-44,336348,7314,2.17,1.74,12726.36,512,7.01,16916.48,1.33,24.86
MKT-7461,Lead Gen Sprint 2023,Google Ads,2023-11-21,2024-01-03,35-44,206824,3146,1.52,1.96,6166.16,60,1.91,8789.4,1.43,102.77
MKT-7462,Retargeting Push 2023,Facebook Ads,2023-11-22,2024-01-06,18-24,442895,18990,4.29,3.22,61147.8,624,3.29,122784.48,2.01,97.99
MKT-7463,Spring Sale 2023,LinkedIn Ads,2023-11-24,2023-12-10,45-54,23307,351,1.51,0.97,340.47,18,5.14,3687.12,10.83,18.92
MKT-7464,Brand Awareness 2023,Instagram Ads,2023-11-24,2023-12-15,35-44,384145,2123,0.55,0.55,1167.65,55,2.62,2538.8,2.17,21.23
MKT-7465,Flash Sale 2023,Instagram Ads,2023-11-25,2023-12-03,25-34,120096,4842,4.03,1.77,8570.34,231,4.79,5872.02,0.69,37.1
MKT-7466,Retargeting Push 2023,Instagram Ads,2023-11-26,2023-12-03,45-54,441616,13431,3.04,2.5,33577.5,1194,8.89,147399.3,4.39,28.12
MKT-7467,Brand Awareness 2023,LinkedIn Ads,2023-11-27,2023-12-04,18-24,170058,3709,2.18,0.81,3004.29,160,4.32,4848.0,1.61,18.78
MKT-7468,Lead Gen Sprint 2023,TikTok Ads,2023-11-28,2024-01-08,18-24,371086,16542,4.46,3.14,51941.88,1366,8.26,127119.96,2.45,38.02
MKT-7469,New Product Drop 2023,Facebook Ads,2023-11-28,2023-12-20,25-34,424846,4743,1.12,0.85,4031.55,363,7.65,40891.95,10.14,11.11
MKT-7470,Brand Awareness 2023,Google Ads,2023-11-28,2024-01-06,55+,312675,9251,2.96,2.02,18687.02,383,4.14,42421.08,2.27,48.79
MKT-7471,Back to School 2023,Facebook Ads,2023-11-28,2023-12-16,55+,360827,10571,2.93,3.97,41966.87,726,6.87,124893.78,2.98,57.81
MKT-7472,Summer Launch 2023,TikTok Ads,2023-11-29,2023-12-12,45-54,216176,1762,0.82,2.65,4669.3,123,7.01,6733.02,1.44,37.96
MKT-7473,Holiday Promo 2023,LinkedIn Ads,2023-11-29,2024-01-06,55+,98720,2649,2.68,0.75,1986.75,45,1.73,3433.95,1.73,44.15
MKT-7474,Summer Launch 2023,LinkedIn Ads,2023-11-29,2023-12-20,35-44,285003,3912,1.37,1.18,4616.16,91,2.33,13113.1,2.84,50.73
MKT-7475,Summer Launch 2023,Facebook Ads,2023-11-29,2024-01-07,45-54,158283,4759,3.01,0.45,2141.55,155,3.27,19495.9,9.1,13.82
MKT-7476,Year-End Clearance 2023,Facebook Ads,2023-11-30,2024-01-13,All Ages,155414,2571,1.65,1.33,3419.43,29,1.16,2530.54,0.74,117.91
MKT-7477,Back to School 2023,LinkedIn Ads,2023-11-30,2023-12-11,45-54,236702,9841,4.16,2.28,22437.48,203,2.07,5706.33,0.25,110.53
MKT-7478,New Product Drop 2023,Facebook Ads,2023-12-01,2023-12-10,45-54,358235,4172,1.16,1.43,5965.96,103,2.49,11223.91,1.88,57.92
MKT-7479,Retargeting Push 2023,TikTok Ads,2023-12-02,2024-01-02,35-44,468679,10656,2.27,3.48,37082.88,810,7.61,32383.8,0.87,45.78
MKT-7480,Flash Sale 2023,Facebook Ads,2023-12-02,2023-12-31,55+,114237,2573,2.25,3.86,9931.78,159,6.18,19529.97,1.97,62.46
MKT-7481,Brand Awareness 2023,LinkedIn Ads,2023-12-05,2024-01-11,25-34,57536,1596,2.77,2.84,4532.64,72,4.57,13641.12,3.01,62.95
MKT-7482,New Product Drop 2023,Google Ads,2023-12-06,2023-12-25,25-34,446162,9394,2.11,0.68,6387.92,374,3.99,51391.34,8.05,17.08
MKT-7483,Spring Sale 2023,LinkedIn Ads,2023-12-06,2023-12-23,45-54,447022,19817,4.43,1.6,31707.2,1696,8.56,78338.24,2.47,18.7
MKT-7484,Flash Sale 2023,Facebook Ads,2023-12-06,2024-01-06,45-54,303214,9827,3.24,3.65,35868.55,490,4.99,94707.2,2.64,73.2
MKT-7485,New Product Drop 2023,Facebook Ads,2023-12-06,2024-01-02,18-24,77784,2424,3.12,1.88,4557.12,147,6.08,5891.76,1.29,31.0
MKT-7486,Retargeting Push 2023,TikTok Ads,2023-12-07,2024-01-02,45-54,19337,436,2.26,4.05,1765.8,7,1.64,895.3,0.51,252.26
MKT-7487,New Product Drop 2023,TikTok Ads,2023-12-07,2023-12-15,45-54,411733,12190,2.96,1.5,18285.0,560,4.6,92108.8,5.04,32.65
MKT-7488,New Product Drop 2023,LinkedIn Ads,2023-12-08,2023-12-28,35-44,395977,7997,2.02,3.51,28069.47,504,6.31,83018.88,2.96,55.69
MKT-7489,Lead Gen Sprint 2023,Facebook Ads,2023-12-10,2023-12-31,25-34,415913,11651,2.8,3.29,38331.79,231,1.98,29117.55,0.76,165.94
MKT-7490,New Product Drop 2023,TikTok Ads,2023-12-10,2024-01-15,55+,109458,1159,1.06,2.69,3117.71,83,7.18,9685.27,3.11,37.56
MKT-7491,Year-End Clearance 2023,Google Ads,2023-12-10,2024-01-10,45-54,354763,3640,1.03,2.23,8117.2,159,4.37,25150.62,3.1,51.05
MKT-7492,Back to School 2023,Instagram Ads,2023-12-12,2024-01-01,35-44,322105,3704,1.15,3.4,12593.6,44,1.2,5666.32,0.45,286.22
MKT-7493,Year-End Clearance 2023,TikTok Ads,2023-12-14,2023-12-24,18-24,69498,873,1.26,2.51,2191.23,29,3.42,842.16,0.38,75.56
MKT-7494,Summer Launch 2023,LinkedIn Ads,2023-12-14,2023-12-21,All Ages,10353,393,3.8,1.53,601.29,17,4.55,560.49,0.93,35.37
MKT-7495,Year-End Clearance 2023,TikTok Ads,2023-12-15,2024-01-25,55+,406134,4272,1.05,2.4,10252.8,257,6.02,52952.28,5.16,39.89
MKT-7496,Spring Sale 2023,Instagram Ads,2023-12-16,2024-01-02,25-34,286423,3407,1.19,0.85,2895.95,198,5.84,39999.96,13.81,14.63
MKT-7497,Spring Sale 2023,Facebook Ads,2023-12-16,2024-01-26,All Ages,95927,3209,3.35,2.74,8792.66,203,6.36,13304.62,1.51,43.31
MKT-7498,Back to School 2023,Instagram Ads,2023-12-16,2023-12-27,25-34,237222,5913,2.49,2.27,13422.51,198,3.35,29460.42,2.19,67.79
MKT-7499,Year-End Clearance 2023,Facebook Ads,2023-12-18,2024-01-21,45-54,150035,3526,2.35,3.51,12376.26,158,4.51,20846.52,1.68,78.33
MKT-7500,New Product Drop 2023,TikTok Ads,2023-12-18,2023-12-27,55+,405482,5546,1.37,1.01,5601.46,408,7.36,77413.92,13.82,13.73
MKT-7501,Summer Launch 2023,Google Ads,2023-12-18,2024-01-16,45-54,465729,17500,3.76,1.1,19250.0,1275,7.29,277465.5,14.41,15.1
MKT-7502,Brand Awareness 2023,Google Ads,2023-12-20,2024-01-31,55+,144042,2552,1.77,1.27,3241.04,31,1.23,6328.03,1.95,104.55
MKT-7503,Flash Sale 2023,Google Ads,2023-12-20,2024-01-14,25-34,50950,1844,3.62,3.52,6490.88,22,1.24,2204.18,0.34,295.04
MKT-7504,Spring Sale 2023,TikTok Ads,2023-12-21,2024-01-29,All Ages,433715,7608,1.75,3.87,29442.96,269,3.54,25092.32,0.85,109.45
MKT-7505,Lead Gen Sprint 2023,Google Ads,2023-12-21,2024-01-06,25-34,302769,9110,3.01,1.76,16033.6,800,8.79,168688.0,10.52,20.04
MKT-7506,Flash Sale 2023,Instagram Ads,2023-12-21,2024-01-29,18-24,143040,913,0.64,4.1,3743.3,31,3.42,3534.93,0.94,120.75
MKT-7507,Lead Gen Sprint 2023,Instagram Ads,2023-12-22,2024-01-08,18-24,218403,5572,2.55,0.47,2618.84,125,2.26,7368.75,2.81,20.95
MKT-7508,Spring Sale 2023,Google Ads,2023-12-22,2024-01-01,18-24,282593,9325,3.3,0.67,6247.75,633,6.79,87341.34,13.98,9.87
